2023-11-30 19:06:24,245 [INFO] model: convnext_tiny
logger_name: convnext_tiny--2023-11-30--epoch50--ver2.log
weights: convnext_tiny--2023-11-30--epoch50--ver2.ptconfig:
	batch_size: 32
	epochs: 50
	lr: 0.0001
	optimizer: adam
	use_labelsmooth_loss: False
2023-11-30 19:21:07,381 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.10182436555624008	
2023-11-30 19:21:07,584 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.0042891050688922405	
2023-11-30 19:21:07,786 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.011464009992778301	
2023-11-30 19:21:07,984 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.07538004964590073	
2023-11-30 19:21:08,183 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.02319459430873394	
2023-11-30 19:21:08,378 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.009348229505121708	
2023-11-30 19:21:08,573 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.16762246191501617	
2023-11-30 19:21:08,774 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.023141514509916306	
2023-11-30 19:21:08,974 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.019785918295383453	
2023-11-30 19:21:09,170 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.030091894790530205	
2023-11-30 19:21:09,364 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.006314575206488371	
2023-11-30 19:21:09,560 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.19218364357948303	
2023-11-30 19:21:09,761 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.0028732516802847385	
2023-11-30 19:21:09,961 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.008538001216948032	
2023-11-30 19:21:10,178 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.029231006279587746	
2023-11-30 19:21:10,384 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.0038561318069696426	
2023-11-30 19:21:10,599 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.03149336203932762	
2023-11-30 19:21:10,799 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.049256131052970886	
2023-11-30 19:21:11,002 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.14602361619472504	
2023-11-30 19:21:11,205 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.06950338184833527	
2023-11-30 19:21:11,406 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.009206744842231274	
2023-11-30 19:21:11,605 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.029639558866620064	
2023-11-30 19:21:11,804 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.008685152977705002	
2023-11-30 19:21:12,003 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.03456796333193779	
2023-11-30 19:21:12,199 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.0028591386508196592	
2023-11-30 19:21:12,397 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.010031145997345448	
2023-11-30 19:21:12,595 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.005061481613665819	
2023-11-30 19:21:12,796 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.08079162985086441	
2023-11-30 19:21:13,004 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.009012171998620033	
2023-11-30 19:21:13,206 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.02221565507352352	
2023-11-30 19:21:13,402 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.07317827641963959	
2023-11-30 19:21:13,598 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.02255474030971527	
2023-11-30 19:21:13,797 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.024148646742105484	
2023-11-30 19:21:13,997 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.03210115060210228	
2023-11-30 19:21:14,194 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.1116892546415329	
2023-11-30 19:21:14,385 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.0059572067111730576	
2023-11-30 19:21:14,574 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.041891638189554214	
2023-11-30 19:21:14,768 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.011125188320875168	
2023-11-30 19:21:14,960 [INFO] Train:Epoch: [18 / 50]	Training Loss: 0.002023605862632394	
2023-11-30 19:21:17,369 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9062,	Val Balanced Accuracy: 0.9095	Val Timm Acc: 90.6250
2023-11-30 19:21:17,399 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.8906,	Val Balanced Accuracy: 0.7333	Val Timm Acc: 87.5000
2023-11-30 19:21:17,423 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.8958,	Val Balanced Accuracy: 0.8533	Val Timm Acc: 90.6250
2023-11-30 19:21:17,446 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9062,	Val Balanced Accuracy: 0.9333	Val Timm Acc: 93.7500
2023-11-30 19:21:17,467 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9062,	Val Balanced Accuracy: 0.9448	Val Timm Acc: 90.6250
2023-11-30 19:21:17,494 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9010,	Val Balanced Accuracy: 0.8603	Val Timm Acc: 87.5000
2023-11-30 19:21:17,516 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9107,	Val Balanced Accuracy: 0.9881	Val Timm Acc: 96.8750
2023-11-30 19:21:17,537 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9141,	Val Balanced Accuracy: 0.9208	Val Timm Acc: 93.7500
2023-11-30 19:21:17,560 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9167,	Val Balanced Accuracy: 0.9152	Val Timm Acc: 93.7500
2023-11-30 19:21:17,581 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9156,	Val Balanced Accuracy: 0.8179	Val Timm Acc: 90.6250
2023-11-30 19:21:17,601 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9148,	Val Balanced Accuracy: 0.9267	Val Timm Acc: 90.6250
2023-11-30 19:21:17,622 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9167,	Val Balanced Accuracy: 0.7857	Val Timm Acc: 93.7500
2023-11-30 19:21:17,643 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9207,	Val Balanced Accuracy: 0.9600	Val Timm Acc: 96.8750
2023-11-30 19:21:17,663 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9196,	Val Balanced Accuracy: 0.8652	Val Timm Acc: 90.6250
2023-11-30 19:21:17,684 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9229,	Val Balanced Accuracy: 0.9714	Val Timm Acc: 96.8750
2023-11-30 19:21:17,705 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9180,	Val Balanced Accuracy: 0.7848	Val Timm Acc: 84.3750
2023-11-30 19:21:17,729 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9210,	Val Balanced Accuracy: 0.9500	Val Timm Acc: 96.8750
2023-11-30 19:21:17,750 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9219,	Val Balanced Accuracy: 0.9500	Val Timm Acc: 93.7500
2023-11-30 19:21:17,770 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9211,	Val Balanced Accuracy: 0.9314	Val Timm Acc: 90.6250
2023-11-30 19:21:17,791 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9219,	Val Balanced Accuracy: 0.9429	Val Timm Acc: 93.7500
2023-11-30 19:21:17,812 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9226,	Val Balanced Accuracy: 0.9457	Val Timm Acc: 93.7500
2023-11-30 19:21:17,833 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9233,	Val Balanced Accuracy: 0.9560	Val Timm Acc: 93.7500
2023-11-30 19:21:17,853 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9198,	Val Balanced Accuracy: 0.7667	Val Timm Acc: 84.3750
2023-11-30 19:21:17,875 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9206,	Val Balanced Accuracy: 0.8333	Val Timm Acc: 93.7500
2023-11-30 19:21:17,895 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9187,	Val Balanced Accuracy: 0.8400	Val Timm Acc: 87.5000
2023-11-30 19:21:17,916 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9183,	Val Balanced Accuracy: 0.9082	Val Timm Acc: 90.6250
2023-11-30 19:21:17,937 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9167,	Val Balanced Accuracy: 0.7976	Val Timm Acc: 87.5000
2023-11-30 19:21:17,958 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9141,	Val Balanced Accuracy: 0.8131	Val Timm Acc: 84.3750
2023-11-30 19:21:17,978 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9116,	Val Balanced Accuracy: 0.7867	Val Timm Acc: 84.3750
2023-11-30 19:21:17,999 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9135,	Val Balanced Accuracy: 0.9333	Val Timm Acc: 96.8750
2023-11-30 19:21:18,019 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9113,	Val Balanced Accuracy: 0.7110	Val Timm Acc: 84.3750
2023-11-30 19:21:18,041 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9141,	Val Balanced Accuracy: 1.0000	Val Timm Acc: 100.0000
2023-11-30 19:21:18,062 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9148,	Val Balanced Accuracy: 0.9418	Val Timm Acc: 93.7500
2023-11-30 19:21:18,082 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9136,	Val Balanced Accuracy: 0.8733	Val Timm Acc: 87.5000
2023-11-30 19:21:18,103 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9134,	Val Balanced Accuracy: 0.8492	Val Timm Acc: 90.6250
2023-11-30 19:21:18,124 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9132,	Val Balanced Accuracy: 0.9048	Val Timm Acc: 90.6250
2023-11-30 19:21:18,145 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9139,	Val Balanced Accuracy: 0.7600	Val Timm Acc: 93.7500
2023-11-30 19:21:18,165 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9137,	Val Balanced Accuracy: 0.8533	Val Timm Acc: 90.6250
2023-11-30 19:21:18,186 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9135,	Val Balanced Accuracy: 0.8444	Val Timm Acc: 90.6250
2023-11-30 19:21:18,207 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9141,	Val Balanced Accuracy: 0.9133	Val Timm Acc: 93.7500
2023-11-30 19:21:18,228 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9116,	Val Balanced Accuracy: 0.8333	Val Timm Acc: 81.2500
2023-11-30 19:21:18,248 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9129,	Val Balanced Accuracy: 0.9818	Val Timm Acc: 96.8750
2023-11-30 19:21:18,269 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9135,	Val Balanced Accuracy: 0.8667	Val Timm Acc: 93.7500
2023-11-30 19:21:18,289 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9119,	Val Balanced Accuracy: 0.8300	Val Timm Acc: 84.3750
2023-11-30 19:21:18,313 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9125,	Val Balanced Accuracy: 0.8600	Val Timm Acc: 93.7500
2023-11-30 19:21:18,334 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9130,	Val Balanced Accuracy: 0.9100	Val Timm Acc: 93.7500
2023-11-30 19:21:18,354 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9129,	Val Balanced Accuracy: 0.8667	Val Timm Acc: 90.6250
2023-11-30 19:21:18,374 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9141,	Val Balanced Accuracy: 0.9000	Val Timm Acc: 96.8750
2023-11-30 19:21:18,395 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9152,	Val Balanced Accuracy: 0.9800	Val Timm Acc: 96.8750
2023-11-30 19:21:18,415 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9169,	Val Balanced Accuracy: 1.0000	Val Timm Acc: 100.0000
2023-11-30 19:21:18,435 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9167,	Val Balanced Accuracy: 0.9214	Val Timm Acc: 90.6250
2023-11-30 19:21:18,445 [INFO] Val:Epoch: [18 / 50, 	Val Accuracy: 0.9166,	Val Balanced Accuracy: 0.8750	Val Timm Acc: 90.0000
2023-11-30 19:21:21,308 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.026665672659873962	
2023-11-30 19:21:21,532 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.02176448330283165	
2023-11-30 19:21:21,746 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0025164452381432056	
2023-11-30 19:21:21,947 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.006922596599906683	
2023-11-30 19:21:22,154 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.04468056932091713	
2023-11-30 19:21:22,360 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.010528620332479477	
2023-11-30 19:21:22,560 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.022495346143841743	
2023-11-30 19:21:22,764 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.07524172961711884	
2023-11-30 19:21:22,970 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.041404735296964645	
2023-11-30 19:21:23,174 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0020978518296033144	
2023-11-30 19:21:23,381 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004090543370693922	
2023-11-30 19:21:23,586 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.007351133041083813	
2023-11-30 19:21:23,795 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.00641104020178318	
2023-11-30 19:21:24,005 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.08485234528779984	
2023-11-30 19:21:24,206 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.056345947086811066	
2023-11-30 19:21:24,409 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.017739977687597275	
2023-11-30 19:21:24,610 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.007975175976753235	
2023-11-30 19:21:24,808 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03209805116057396	
2023-11-30 19:21:25,008 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.024816107004880905	
2023-11-30 19:21:25,233 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.006503218784928322	
2023-11-30 19:21:25,430 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.09302695840597153	
2023-11-30 19:21:25,626 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.015020462684333324	
2023-11-30 19:21:25,828 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.009127178229391575	
2023-11-30 19:21:26,032 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.007149779237806797	
2023-11-30 19:21:26,239 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.1020333468914032	
2023-11-30 19:21:26,442 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.009704768657684326	
2023-11-30 19:21:26,649 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.033747103065252304	
2023-11-30 19:21:26,851 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.01000824011862278	
2023-11-30 19:21:27,054 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.012170672416687012	
2023-11-30 19:21:27,258 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.023042695596814156	
2023-11-30 19:21:27,458 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.005700516048818827	
2023-11-30 19:21:27,658 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.00862474087625742	
2023-11-30 19:21:27,854 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03802914172410965	
2023-11-30 19:21:28,051 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03857904300093651	
2023-11-30 19:21:28,254 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0018453160300850868	
2023-11-30 19:21:28,457 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004521231632679701	
2023-11-30 19:21:28,658 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.1334238052368164	
2023-11-30 19:21:28,859 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.009548385627567768	
2023-11-30 19:21:29,063 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0031666771974414587	
2023-11-30 19:21:29,275 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.006755477283149958	
2023-11-30 19:21:29,482 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.00904436782002449	
2023-11-30 19:21:29,678 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.005773607175797224	
2023-11-30 19:21:29,873 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.005221640691161156	
2023-11-30 19:21:30,078 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.015700453892350197	
2023-11-30 19:21:30,284 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.011196073144674301	
2023-11-30 19:21:30,483 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.026891542598605156	
2023-11-30 19:21:30,678 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.009160907939076424	
2023-11-30 19:21:30,876 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004081273917108774	
2023-11-30 19:21:31,079 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.007300494704395533	
2023-11-30 19:21:31,284 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.01046863291412592	
2023-11-30 19:21:31,487 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.021642232313752174	
2023-11-30 19:21:31,688 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.013152212835848331	
2023-11-30 19:21:31,889 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03028748743236065	
2023-11-30 19:21:32,104 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.007608184590935707	
2023-11-30 19:21:32,304 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004845640156418085	
2023-11-30 19:21:32,505 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.009408374316990376	
2023-11-30 19:21:32,702 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.010872408747673035	
2023-11-30 19:21:32,896 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.003601868636906147	
2023-11-30 19:21:33,098 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.024465853348374367	
2023-11-30 19:21:33,297 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.007094774395227432	
2023-11-30 19:21:33,497 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.003476704005151987	
2023-11-30 19:21:33,697 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004240770358592272	
2023-11-30 19:21:33,900 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.00586853688582778	
2023-11-30 19:21:34,104 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.003852938301861286	
2023-11-30 19:21:34,311 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.00212908536195755	
2023-11-30 19:21:34,512 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.00865788385272026	
2023-11-30 19:21:34,715 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.01395323220640421	
2023-11-30 19:21:34,918 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.01234972383826971	
2023-11-30 19:21:35,131 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.18020519614219666	
2023-11-30 19:21:35,337 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.008121906779706478	
2023-11-30 19:21:35,537 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004712688736617565	
2023-11-30 19:21:35,739 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.006020545959472656	
2023-11-30 19:21:35,939 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.011456036940217018	
2023-11-30 19:21:36,148 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.09742455184459686	
2023-11-30 19:21:36,351 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.031007962301373482	
2023-11-30 19:21:36,550 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.008270702324807644	
2023-11-30 19:21:36,753 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.009247587993741035	
2023-11-30 19:21:36,960 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03047540970146656	
2023-11-30 19:21:37,169 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.011272512376308441	
2023-11-30 19:21:37,383 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0069014509208500385	
2023-11-30 19:21:37,589 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.01635093241930008	
2023-11-30 19:21:37,791 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.011688065715134144	
2023-11-30 19:21:37,991 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004845566116273403	
2023-11-30 19:21:38,191 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.06264837831258774	
2023-11-30 19:21:38,388 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03241361677646637	
2023-11-30 19:21:38,585 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.008761893026530743	
2023-11-30 19:21:38,779 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.010518827475607395	
2023-11-30 19:21:38,978 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.02214399166405201	
2023-11-30 19:21:39,182 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.022024091333150864	
2023-11-30 19:21:39,384 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03150063008069992	
2023-11-30 19:21:39,583 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.002083180472254753	
2023-11-30 19:21:39,788 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.003006766317412257	
2023-11-30 19:21:39,994 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.05870581045746803	
2023-11-30 19:21:40,206 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.019468432292342186	
2023-11-30 19:21:40,407 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.046850454062223434	
2023-11-30 19:21:40,607 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.07455936819314957	
2023-11-30 19:21:40,806 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.006064118817448616	
2023-11-30 19:21:41,002 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.02844337560236454	
2023-11-30 19:21:41,207 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0029624607414007187	
2023-11-30 19:21:41,409 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.014307261444628239	
2023-11-30 19:21:41,610 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.016396844759583473	
2023-11-30 19:21:41,806 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.019856493920087814	
2023-11-30 19:21:42,003 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.12169265747070312	
2023-11-30 19:21:42,204 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.009584512561559677	
2023-11-30 19:21:42,404 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0064187804237008095	
2023-11-30 19:21:42,609 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0059249671176075935	
2023-11-30 19:21:42,812 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004603876266628504	
2023-11-30 19:21:43,015 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.06581399589776993	
2023-11-30 19:21:43,211 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.08466821908950806	
2023-11-30 19:21:43,408 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.01793394796550274	
2023-11-30 19:21:43,605 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.05828547850251198	
2023-11-30 19:21:43,801 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.024955179542303085	
2023-11-30 19:21:44,001 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.17497582733631134	
2023-11-30 19:21:44,200 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.02135942131280899	
2023-11-30 19:21:44,390 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.09118813276290894	
2023-11-30 19:21:44,582 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.008808513171970844	
2023-11-30 19:21:44,777 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03897286206483841	
2023-11-30 19:21:44,973 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.005588061176240444	
2023-11-30 19:21:45,189 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.10637407749891281	
2023-11-30 19:21:45,389 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0036638251040130854	
2023-11-30 19:21:45,590 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.2442852258682251	
2023-11-30 19:21:45,790 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.02418801374733448	
2023-11-30 19:21:45,983 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.06868942081928253	
2023-11-30 19:21:46,183 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03397952392697334	
2023-11-30 19:21:46,381 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.08503807336091995	
2023-11-30 19:21:46,574 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.02949870191514492	
2023-11-30 19:21:46,771 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.08685772120952606	
2023-11-30 19:21:46,963 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.24489165842533112	
2023-11-30 19:21:47,158 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0560116246342659	
2023-11-30 19:21:47,357 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.08389634639024734	
2023-11-30 19:21:47,558 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.02861463464796543	
2023-11-30 19:21:47,760 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.025438815355300903	
2023-11-30 19:21:47,962 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.004611050710082054	
2023-11-30 19:21:48,167 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.038379330188035965	
2023-11-30 19:21:48,374 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.03218938410282135	
2023-11-30 19:21:48,573 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.034840721637010574	
2023-11-30 19:21:48,770 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.0962020754814148	
2023-11-30 19:21:48,964 [INFO] Train:Epoch: [19 / 50]	Training Loss: 0.011311992071568966	
